barracks_status_dire,barracks_status_radiant,dire_score,duration,first_blood_time,radiant_score,radiant_win,tower_status_dire,tower_status_radiant,dire_win
0,4,44,57.2,3.8,52,1.0,0,2,0.0
4,6,31,38.9,2.6,31,1.0,2,9,0.0
4,6,17,34.5,0.8,28,1.0,4,7,0.0
0,6,22,36.0,1.9,44,1.0,0,8,0.0
2,6,30,44.1,0.9,40,1.0,2,5,0.0
4,6,30,38.3,1.3,35,1.0,2,8,0.0
0,6,22,36.0,1.4,50,1.0,0,10,0.0
5,3,36,42.6,0.7,33,0.0,7,1,1.0
2,6,58,69.8,1.4,58,1.0,1,4,0.0
4,6,22,43.6,5.5,28,1.0,3,5,0.0
0,6,40,46.9,3.0,49,1.0,0,10,0.0
6,2,44,32.0,1.1,14,0.0,7,2,1.0
0,6,31,43.7,2.1,52,1.0,0,8,0.0
0,6,18,30.4,1.0,33,1.0,0,6,0.0
6,0,36,28.8,2.6,13,0.0,10,0,1.0
0,6,32,32.6,0.1,29,1.0,0,7,0.0
3,3,53,57.0,1.7,45,1.0,1,3,0.0
2,6,11,23.9,2.1,35,1.0,2,11,0.0
6,0,40,47.8,2.9,21,0.0,7,0,1.0
6,0,41,30.6,1.8,11,0.0,11,0,1.0
6,0,40,37.9,0.2,20,0.0,9,0,1.0
3,6,26,33.3,3.2,43,1.0,2,4,0.0
2,6,38,50.8,0.2,42,1.0,1,6,0.0
0,6,32,39.9,2.2,40,1.0,0,6,0.0
6,0,44,42.3,0.3,15,0.0,7,0,1.0
0,6,42,58.3,0.6,56,1.0,0,4,0.0
6,5,42,45.8,2.8,33,0.0,5,3,1.0
0,6,24,47.7,1.6,58,1.0,0,8,0.0
4,6,15,32.3,1.3,40,1.0,2,10,0.0
0,6,13,31.3,3.4,48,1.0,0,10,0.0
4,4,56,59.7,3.8,42,0.0,4,1,1.0
0,6,24,36.6,3.6,28,1.0,0,10,0.0
4,3,28,46.6,2.4,32,1.0,1,2,0.0
6,4,43,51.9,2.2,25,0.0,6,2,1.0
0,6,5,22.0,1.3,22,1.0,0,11,0.0
6,0,42,36.4,0.1,20,0.0,5,0,1.0
4,6,44,42.6,0.3,47,1.0,3,6,0.0
6,4,38,36.4,2.4,27,0.0,8,2,1.0
0,6,26,34.2,0.7,35,1.0,0,9,0.0
6,0,43,51.1,1.5,45,0.0,4,0,1.0
2,6,20,32.4,1.6,40,1.0,0,11,0.0
6,0,55,38.4,3.0,26,0.0,9,0,1.0
4,4,27,34.6,1.4,28,1.0,2,5,0.0
6,2,17,17.0,0.7,5,0.0,11,1,1.0
0,6,11,44.4,0.2,35,1.0,0,8,0.0
1,6,12,31.6,1.2,28,1.0,0,9,0.0
2,6,39,38.8,0.8,27,1.0,2,7,0.0
6,2,38,61.1,4.9,43,0.0,4,2,1.0
2,6,23,29.5,2.4,32,1.0,1,10,0.0
5,6,12,23.0,0.2,31,1.0,3,10,0.0
2,6,23,36.2,0.0,40,1.0,1,9,0.0
1,6,48,49.1,1.8,57,1.0,0,7,0.0
4,3,40,48.2,3.2,30,0.0,4,1,1.0
0,6,15,31.6,1.0,30,1.0,0,10,0.0
0,6,19,31.6,1.1,49,1.0,0,9,0.0
4,0,68,57.0,0.0,53,0.0,4,0,1.0
5,2,64,41.8,2.4,28,0.0,6,1,1.0
6,6,7,16.6,0.5,18,1.0,8,11,0.0
2,6,26,43.4,1.8,43,1.0,0,8,0.0
2,6,25,35.2,0.0,38,1.0,2,5,0.0
0,6,14,26.8,1.6,43,1.0,0,9,0.0
6,0,38,36.7,4.1,29,0.0,8,0,1.0
4,4,40,49.4,1.5,32,1.0,3,3,0.0
6,0,39,39.8,2.1,31,0.0,7,0,1.0
4,6,39,49.4,2.3,60,1.0,2,6,0.0
0,6,8,24.0,1.6,39,1.0,0,11,0.0
4,2,40,34.0,1.2,43,1.0,2,3,0.0
6,0,38,38.4,1.7,31,0.0,7,0,1.0
0,6,28,34.4,1.6,55,1.0,0,11,0.0
2,6,12,24.6,0.9,30,1.0,2,11,0.0
2,6,17,27.8,2.7,30,1.0,2,10,0.0
6,0,38,27.7,4.9,10,0.0,10,0,1.0
4,0,46,48.9,0.2,33,0.0,3,0,1.0
6,0,30,32.0,1.7,28,0.0,8,0,1.0
6,0,50,38.7,0.0,36,0.0,7,0,1.0
0,6,21,30.1,0.8,40,1.0,0,9,0.0
6,2,49,37.6,2.2,30,0.0,7,1,1.0
3,4,40,43.4,3.3,34,0.0,4,3,1.0
2,5,32,46.0,0.2,40,1.0,1,5,0.0
0,4,43,51.2,0.7,45,1.0,0,4,0.0
0,6,30,41.1,2.4,33,1.0,0,9,0.0
2,4,73,59.4,3.4,42,0.0,1,2,1.0
4,6,37,45.6,0.3,46,1.0,2,6,0.0
2,6,26,35.9,0.4,42,1.0,2,6,0.0
4,1,57,59.9,1.7,53,0.0,3,0,1.0
0,6,13,22.7,1.1,31,1.0,0,11,0.0
2,6,8,22.7,2.4,32,1.0,0,9,0.0
1,6,33,37.8,1.4,51,1.0,0,6,0.0
0,6,11,36.2,2.2,39,1.0,0,9,0.0
0,6,43,54.8,1.3,53,1.0,0,5,0.0
0,6,24,43.0,1.2,49,1.0,0,8,0.0
0,6,19,31.0,5.2,35,1.0,0,10,0.0
6,0,33,43.7,0.4,32,0.0,5,0,1.0
0,6,14,27.9,0.2,42,1.0,0,11,0.0
0,6,41,50.7,2.4,47,1.0,0,4,0.0
6,0,38,30.5,4.2,6,0.0,9,0,1.0
6,6,39,34.3,2.1,36,1.0,3,9,0.0
2,6,13,24.4,2.8,24,1.0,2,9,0.0
2,6,34,42.0,0.2,72,1.0,0,5,0.0
2,6,16,27.4,0.0,36,1.0,1,8,0.0
2,6,21,32.6,0.2,34,1.0,2,8,0.0
6,3,43,42.0,1.5,27,1.0,3,1,0.0
6,2,46,41.0,0.2,28,0.0,8,2,1.0
0,6,40,47.5,1.4,45,1.0,0,5,0.0
2,6,35,37.5,4.3,48,1.0,2,8,0.0
0,6,24,37.7,0.0,34,1.0,0,8,0.0
6,0,59,51.4,2.0,46,0.0,5,0,1.0
0,6,24,38.5,2.6,49,1.0,0,11,0.0
0,6,19,30.4,0.0,44,1.0,0,7,0.0
0,6,34,38.8,0.0,44,1.0,0,9,0.0
6,0,46,31.2,0.9,27,0.0,11,0,1.0
6,0,51,42.9,1.4,27,0.0,9,0,1.0
0,6,49,46.7,0.9,51,1.0,0,6,0.0
2,4,32,40.6,0.9,41,1.0,0,5,0.0
2,6,16,32.5,0.8,41,1.0,1,11,0.0
0,6,42,38.3,0.9,53,1.0,0,6,0.0
0,6,39,47.5,1.5,62,1.0,0,6,0.0
2,6,16,27.2,2.0,39,1.0,2,10,0.0
4,6,43,43.8,0.0,31,1.0,4,5,0.0
6,0,17,23.9,1.0,12,0.0,11,0,1.0
4,6,26,31.0,0.1,32,1.0,4,9,0.0
2,6,21,27.0,0.0,39,1.0,2,11,0.0
2,6,22,36.5,0.9,33,1.0,1,7,0.0
4,4,59,52.6,1.6,51,1.0,2,2,0.0
1,6,22,33.3,1.2,36,1.0,0,7,0.0
3,5,44,35.8,2.7,27,0.0,3,3,1.0
2,2,41,54.8,1.8,54,0.0,4,1,1.0
6,3,41,44.7,2.4,35,0.0,7,1,1.0
4,4,45,42.6,2.6,24,0.0,4,2,1.0
6,0,34,41.9,0.9,33,0.0,10,0,1.0
6,2,31,40.8,4.4,34,0.0,5,0,1.0
5,6,39,44.8,6.9,30,0.0,4,1,1.0
0,6,16,33.1,4.9,16,1.0,0,9,0.0
0,6,24,31.8,3.6,44,1.0,0,7,0.0
2,4,35,54.3,0.8,45,0.0,2,2,1.0
0,6,38,37.7,0.5,40,1.0,0,8,0.0
4,6,12,21.3,1.1,32,1.0,2,10,0.0
6,4,34,29.0,0.0,9,0.0,11,2,1.0
0,6,15,29.5,2.4,39,1.0,0,8,0.0
2,6,17,24.0,1.1,44,1.0,2,10,0.0
0,6,16,33.2,1.8,46,1.0,0,11,0.0
2,6,53,49.0,0.1,56,1.0,0,7,0.0
6,0,35,38.6,3.1,29,0.0,8,0,1.0
4,6,29,31.7,0.9,25,1.0,6,8,0.0
4,2,31,57.9,2.4,39,0.0,6,1,1.0
6,0,36,27.3,3.6,16,0.0,9,0,1.0
6,4,31,38.4,2.9,32,0.0,6,3,1.0
2,6,36,36.1,1.4,40,1.0,2,6,0.0
2,6,17,29.7,1.8,41,1.0,1,10,0.0
6,2,40,33.4,1.0,18,0.0,6,2,1.0
6,4,41,33.7,0.2,23,0.0,9,5,1.0
6,0,42,42.8,2.0,31,0.0,5,0,1.0
6,0,58,31.8,0.0,21,0.0,7,0,1.0
6,4,28,26.3,2.9,14,0.0,10,1,1.0
6,2,18,27.8,5.1,11,0.0,9,1,1.0
6,4,31,22.9,0.7,7,0.0,10,4,1.0
2,6,22,36.6,1.6,46,1.0,1,10,0.0
6,2,46,52.2,1.7,46,0.0,5,2,1.0
4,2,60,47.9,1.9,34,0.0,3,1,1.0
4,0,51,39.6,1.1,44,0.0,8,0,1.0
2,6,21,32.6,0.9,37,1.0,2,9,0.0
0,6,22,32.9,3.4,47,1.0,0,11,0.0
2,6,11,26.4,2.5,55,1.0,2,11,0.0
6,2,35,38.7,3.2,27,0.0,7,1,1.0
6,0,24,25.9,2.2,15,0.0,10,0,1.0
0,6,18,39.2,2.1,48,1.0,0,8,0.0
0,6,31,35.2,1.1,55,1.0,0,9,0.0
2,6,45,48.2,1.9,51,1.0,1,8,0.0
4,6,14,32.0,10.1,31,1.0,4,8,0.0
0,6,47,40.8,0.1,58,1.0,0,8,0.0
2,6,20,23.5,0.2,48,1.0,1,11,0.0
4,6,13,28.8,0.1,30,1.0,2,7,0.0
6,0,5,24.7,1.1,21,0.0,11,0,1.0
0,6,29,37.3,0.9,51,1.0,0,7,0.0
6,0,51,41.4,4.8,26,0.0,8,0,1.0
6,4,43,39.5,1.5,29,0.0,8,1,1.0
3,4,40,46.5,0.4,32,0.0,3,2,1.0
6,0,54,43.1,0.9,34,0.0,8,0,1.0
6,2,63,47.0,0.3,33,0.0,7,1,1.0
6,2,55,30.9,0.7,29,0.0,10,1,1.0
2,4,38,43.5,0.0,57,1.0,3,3,0.0
0,6,8,20.0,2.6,28,1.0,0,11,0.0
6,2,52,37.6,0.0,38,0.0,8,2,1.0
2,6,26,37.8,1.8,47,1.0,1,7,0.0
4,6,22,25.7,0.0,51,1.0,2,11,0.0
6,0,49,38.4,1.6,29,0.0,9,0,1.0
4,6,27,37.8,1.0,39,1.0,4,4,0.0
0,6,37,47.7,3.2,39,1.0,0,5,0.0
5,0,70,71.5,3.6,52,0.0,5,0,1.0
0,6,19,26.4,1.9,29,1.0,0,11,0.0
6,0,45,40.8,1.4,31,0.0,8,0,1.0
6,2,54,40.5,0.8,17,0.0,8,1,1.0
2,6,45,38.3,3.4,38,1.0,1,6,0.0
0,6,9,28.2,2.1,29,1.0,0,9,0.0
6,0,39,37.8,4.6,19,0.0,9,0,1.0
6,0,48,39.6,4.0,30,0.0,8,0,1.0
6,2,40,31.9,2.4,13,0.0,8,0,1.0
6,0,45,44.7,1.3,26,0.0,6,0,1.0
0,6,11,26.3,1.8,46,1.0,0,10,0.0
0,6,28,31.8,0.2,40,1.0,0,10,0.0
6,2,24,25.0,1.8,11,0.0,8,1,1.0
6,0,32,23.3,1.9,17,0.0,11,0,1.0
6,0,64,43.5,1.3,44,0.0,7,0,1.0
0,6,15,32.0,5.0,29,1.0,0,9,0.0
6,4,37,22.8,1.2,5,0.0,10,2,1.0
3,4,39,44.9,3.6,43,0.0,3,4,1.0
0,6,32,46.0,0.0,57,1.0,0,5,0.0
2,6,25,33.8,0.2,58,1.0,1,10,0.0
3,2,55,53.2,1.4,52,1.0,2,1,0.0
6,0,41,26.7,2.2,19,0.0,10,0,1.0
6,6,37,42.6,2.0,40,1.0,3,7,0.0
2,6,13,31.8,1.9,43,1.0,1,9,0.0
4,6,29,37.7,1.9,34,1.0,4,4,0.0
6,2,47,45.0,3.2,28,0.0,6,2,1.0
0,6,12,27.4,0.0,28,1.0,0,7,0.0
6,0,40,28.8,3.5,16,0.0,10,0,1.0
0,6,29,38.3,2.4,58,1.0,0,9,0.0
0,6,34,37.0,0.1,49,1.0,0,7,0.0
4,6,50,39.6,1.8,51,1.0,2,7,0.0
2,6,18,28.7,2.0,51,1.0,1,11,0.0
4,0,36,51.9,2.3,46,0.0,6,0,1.0
6,0,46,32.8,1.4,21,0.0,10,0,1.0
1,6,47,48.3,0.4,51,1.0,0,8,0.0
2,6,48,43.8,1.3,43,1.0,1,5,0.0
6,2,38,27.1,0.0,13,0.0,10,2,1.0
6,0,37,38.1,5.4,24,0.0,8,0,1.0
4,6,14,30.0,1.4,40,1.0,2,10,0.0
0,6,17,39.4,1.2,49,1.0,0,9,0.0
2,6,22,27.0,0.9,34,1.0,2,9,0.0
2,6,13,32.7,3.4,37,1.0,1,8,0.0
6,0,44,39.8,1.2,33,0.0,6,0,1.0
6,4,40,29.6,0.2,12,0.0,7,3,1.0
5,2,48,39.8,1.6,39,0.0,3,2,1.0
4,2,32,47.7,5.0,50,1.0,3,0,0.0
6,0,47,43.2,2.2,25,0.0,8,0,1.0
0,6,14,35.8,5.0,33,1.0,0,9,0.0
6,0,41,34.1,4.3,7,0.0,8,0,1.0
2,6,32,39.6,0.9,43,1.0,0,4,0.0
2,6,31,36.7,1.4,46,1.0,2,8,0.0
6,4,41,43.4,0.1,31,1.0,4,1,0.0
4,5,47,50.7,2.2,36,1.0,3,3,0.0
6,0,43,45.8,1.4,30,0.0,7,0,1.0
6,0,23,40.8,3.2,30,0.0,9,0,1.0
2,6,19,25.9,1.6,50,1.0,1,9,0.0
6,0,57,33.2,0.2,24,0.0,7,0,1.0
6,2,49,38.4,0.0,21,0.0,5,0,1.0
2,6,31,32.5,1.2,42,1.0,1,6,0.0
6,2,37,26.6,2.0,9,0.0,10,2,1.0
6,0,38,37.9,3.0,37,0.0,7,0,1.0
4,6,39,40.2,0.3,47,1.0,3,5,0.0
6,6,16,36.1,0.1,34,1.0,2,9,0.0
1,6,27,37.0,1.6,46,1.0,0,8,0.0
6,0,51,40.7,3.2,33,0.0,7,0,1.0
0,6,35,39.5,1.4,42,1.0,0,6,0.0
0,4,37,45.9,2.6,48,1.0,0,3,0.0
6,2,38,35.0,2.3,20,0.0,8,1,1.0
2,6,11,29.4,2.5,34,1.0,1,10,0.0
2,6,22,31.8,1.9,42,1.0,2,5,0.0
6,5,23,35.9,0.3,33,1.0,2,3,0.0
6,2,29,29.7,3.6,12,0.0,8,1,1.0
4,6,35,41.4,0.2,44,1.0,2,8,0.0
6,0,25,36.9,0.7,21,0.0,6,0,1.0
6,0,31,26.6,0.7,22,0.0,8,0,1.0
6,0,33,41.7,6.1,39,0.0,10,0,1.0
6,4,42,43.2,1.3,34,0.0,5,3,1.0
0,6,48,47.8,5.1,43,1.0,0,5,0.0
0,6,27,35.8,2.4,44,1.0,0,9,0.0
0,6,11,29.4,2.9,36,1.0,0,9,0.0
0,4,33,40.6,0.6,35,1.0,0,3,0.0
6,4,30,36.0,3.9,30,0.0,6,4,1.0
6,0,37,35.6,4.6,10,0.0,6,0,1.0
6,2,39,39.1,2.3,36,0.0,7,2,1.0
2,6,4,19.5,0.3,20,1.0,2,10,0.0
0,6,35,45.6,3.9,56,1.0,0,6,0.0
6,2,47,33.4,2.3,30,0.0,7,2,1.0
4,6,21,32.4,2.8,40,1.0,2,10,0.0
6,2,33,28.6,1.6,16,0.0,11,1,1.0
6,4,30,31.9,0.6,25,0.0,8,3,1.0
2,6,30,44.8,2.9,40,1.0,1,3,0.0
6,0,36,27.6,0.7,17,0.0,11,0,1.0
6,0,52,36.0,0.0,45,0.0,7,0,1.0
6,0,44,37.7,1.7,33,0.0,6,0,1.0
6,2,50,31.1,4.1,27,0.0,10,1,1.0
4,6,59,62.4,0.7,71,1.0,2,5,0.0
4,6,26,36.0,3.2,30,1.0,4,7,0.0
3,3,54,67.3,1.8,42,0.0,1,0,1.0
3,6,16,34.8,0.9,43,1.0,1,8,0.0
6,0,45,42.5,2.1,33,0.0,8,0,1.0
6,4,52,41.0,1.4,33,0.0,6,3,1.0
0,6,20,34.8,3.9,39,1.0,0,10,0.0
6,2,55,37.6,0.6,32,0.0,5,2,1.0
0,6,52,54.2,1.6,38,1.0,0,4,0.0
0,2,39,38.8,1.6,50,1.0,0,3,0.0
2,6,10,22.6,3.5,33,1.0,1,9,0.0
6,0,48,37.8,2.2,19,0.0,8,0,1.0
2,6,37,41.4,2.7,51,1.0,2,4,0.0
6,2,25,31.4,2.3,15,0.0,8,1,1.0
6,0,46,41.4,0.2,25,0.0,8,0,1.0
6,0,33,33.0,3.3,23,0.0,7,0,1.0
6,0,51,35.5,2.1,24,0.0,7,0,1.0
2,6,20,36.1,0.1,52,1.0,1,7,0.0
2,6,17,31.2,3.6,33,1.0,1,8,0.0
0,6,18,36.8,2.0,43,1.0,0,9,0.0
0,6,29,37.2,4.5,38,1.0,0,10,0.0
0,6,37,40.2,1.0,36,1.0,0,7,0.0
6,0,45,32.3,0.8,24,0.0,9,0,1.0
4,3,36,49.5,0.0,45,1.0,3,3,0.0
6,0,49,40.7,0.1,29,0.0,5,0,1.0
4,2,31,34.1,2.8,36,0.0,5,3,1.0
6,0,44,41.0,0.1,31,0.0,8,0,1.0
6,2,34,38.8,1.6,26,0.0,8,2,1.0
6,0,48,32.4,3.8,26,0.0,7,0,1.0
2,6,27,39.1,0.2,59,1.0,1,9,0.0
6,0,35,37.1,2.1,28,0.0,9,0,1.0
0,6,16,24.1,1.8,38,1.0,0,10,0.0
2,4,41,41.5,1.3,47,0.0,4,3,1.0
6,4,37,22.5,2.7,11,0.0,11,4,1.0
0,6,18,32.4,2.4,36,1.0,0,6,0.0
4,6,14,30.0,1.2,37,1.0,3,8,0.0
0,6,17,21.0,1.8,16,1.0,0,10,0.0
2,6,22,29.9,3.7,41,1.0,1,10,0.0
0,6,21,28.0,1.3,35,1.0,0,11,0.0
4,0,44,68.7,2.0,56,1.0,3,0,0.0
2,6,34,42.2,2.6,44,1.0,1,8,0.0
4,6,29,34.8,0.0,42,1.0,3,7,0.0
6,2,37,30.8,3.3,21,0.0,10,2,1.0
4,2,46,41.1,2.8,22,0.0,3,3,1.0
4,6,11,22.6,1.3,27,1.0,2,11,0.0
6,0,45,49.6,1.5,29,0.0,6,0,1.0
4,6,19,26.4,3.8,25,1.0,3,9,0.0
0,6,22,28.5,2.0,37,1.0,0,10,0.0
4,6,17,30.4,0.1,39,1.0,2,8,0.0
0,6,27,24.2,0.2,40,1.0,0,10,0.0
2,6,13,30.8,1.5,53,1.0,1,9,0.0
6,3,54,45.1,0.9,32,0.0,4,1,1.0
0,6,12,25.7,0.3,28,1.0,0,11,0.0
6,2,52,36.2,2.1,23,0.0,7,0,1.0
6,2,37,34.5,2.6,34,0.0,6,2,1.0
6,2,33,37.2,2.6,23,0.0,9,2,1.0
4,0,56,43.0,0.8,40,0.0,4,0,1.0
0,6,23,28.8,0.9,38,1.0,0,9,0.0
6,0,47,46.9,1.3,46,0.0,6,0,1.0
4,6,12,24.0,1.8,25,1.0,2,10,0.0
6,0,54,44.9,5.4,33,0.0,3,0,1.0
2,3,30,38.4,1.4,43,1.0,1,3,0.0
6,6,25,24.7,2.7,18,0.0,8,9,1.0
4,4,39,40.2,0.2,45,1.0,4,4,0.0
2,6,11,19.3,0.2,35,1.0,1,11,0.0
4,6,38,39.5,1.0,31,1.0,3,4,0.0
0,6,17,29.6,2.4,42,1.0,0,10,0.0
0,6,29,34.1,2.0,45,1.0,0,8,0.0
6,0,56,42.0,1.2,42,0.0,7,0,1.0
0,6,32,39.4,0.9,57,1.0,0,7,0.0
4,6,6,18.0,2.8,23,1.0,3,10,0.0
6,2,42,45.2,2.0,40,1.0,3,3,0.0
6,0,40,24.4,0.9,10,0.0,7,0,1.0
3,6,29,37.3,2.2,26,1.0,2,6,0.0
2,6,27,35.2,0.3,43,1.0,1,9,0.0
0,6,33,45.3,1.6,45,1.0,0,6,0.0
6,6,37,41.5,0.0,51,1.0,2,5,0.0
1,6,13,29.4,3.8,46,1.0,0,11,0.0
0,6,51,64.4,1.6,34,1.0,0,4,0.0
6,2,56,57.8,0.2,55,0.0,5,0,1.0
4,6,30,37.0,0.1,52,1.0,3,9,0.0
0,6,18,31.4,1.1,39,1.0,0,10,0.0
2,6,28,42.4,2.5,48,1.0,2,7,0.0
6,2,37,25.1,1.0,12,0.0,9,2,1.0
4,0,50,48.4,2.4,48,0.0,4,0,1.0
6,4,54,49.3,3.0,50,0.0,6,2,1.0
0,6,19,30.8,1.5,44,1.0,0,11,0.0
4,6,18,24.4,1.6,30,1.0,4,10,0.0
0,6,13,31.0,3.1,32,1.0,0,11,0.0
2,6,10,26.0,1.8,33,1.0,1,11,0.0
6,4,51,40.1,1.2,37,0.0,7,3,1.0
6,0,27,31.5,0.3,36,0.0,7,0,1.0
6,4,35,29.7,0.0,27,0.0,6,4,1.0
0,6,11,32.9,1.4,45,1.0,0,10,0.0
6,0,57,49.4,0.3,36,0.0,5,0,1.0
6,2,49,50.2,0.9,45,0.0,5,1,1.0
0,6,13,22.8,1.4,35,1.0,0,11,0.0
4,0,39,43.8,5.7,27,0.0,4,0,1.0
4,6,20,29.6,1.6,38,1.0,2,8,0.0
6,2,23,32.7,0.8,27,0.0,9,1,1.0
0,6,35,37.5,2.8,38,1.0,0,8,0.0
4,6,22,32.2,1.1,47,1.0,2,7,0.0
6,2,44,39.3,0.0,30,0.0,7,2,1.0
4,4,33,49.2,0.8,44,1.0,3,2,0.0
2,6,28,41.1,0.0,45,1.0,0,9,0.0
6,2,57,43.4,0.9,31,0.0,7,1,1.0
0,6,24,30.0,2.6,34,1.0,0,7,0.0
5,6,35,30.0,0.2,40,1.0,2,8,0.0
4,6,16,29.8,1.5,28,1.0,4,8,0.0
2,6,29,37.4,1.8,38,1.0,1,7,0.0
0,6,44,40.1,0.3,57,1.0,0,8,0.0
2,6,16,24.2,1.0,37,1.0,0,9,0.0
4,4,48,59.9,0.6,50,1.0,2,2,0.0
6,2,39,32.1,2.3,17,0.0,7,2,1.0
3,6,27,30.8,1.1,39,1.0,1,10,0.0
4,6,21,27.8,2.0,35,1.0,2,10,0.0
2,6,36,32.8,1.4,35,1.0,2,7,0.0
4,0,39,39.2,0.3,44,0.0,4,0,1.0
6,0,32,30.7,1.4,19,0.0,11,0,1.0
0,6,20,38.0,1.1,47,1.0,0,7,0.0
2,6,21,28.1,4.6,39,1.0,2,8,0.0
3,6,30,45.6,0.3,41,1.0,1,6,0.0
2,6,23,34.6,1.8,47,1.0,1,11,0.0
2,6,24,34.0,0.1,34,1.0,2,7,0.0
4,0,50,59.4,4.8,28,0.0,4,0,1.0
6,0,62,51.4,2.5,41,0.0,5,0,1.0
0,5,40,43.3,2.2,66,1.0,0,6,0.0
0,6,35,41.2,1.8,49,1.0,0,8,0.0
6,0,36,43.2,1.9,33,0.0,6,0,1.0
2,0,41,48.5,2.4,39,0.0,3,0,1.0
